horario,numero,cor
20:56,0,B
20:55:59,6,V
20:55:56,13,P
20:55:42,14,P
20:55:29,10,P
20:55:26,3,V
20:55:12,9,P
20:55,3,V
20:55,1,V
20:54:59,12,P
20:54:56,11,P
20:54:42,3,V
20:54:29,7,V
20:54:26,2,V
20:54:12,2,V
20:54,1,V
20:54,7,V
20:53:59,10,P
20:53:55,10,P
20:53:42,4,V
20:53:29,2,V
20:53:25,7,V
20:53:12,13,P
20:53,4,V
20:53,12,P
20:52:59,1,V
20:52:55,5,V
20:52:42,9,P
20:52:29,3,V
20:52:25,1,V
20:52:12,4,V
20:52,14,P
20:52,3,V
20:51:59,5,V
20:51:55,0,B
20:51:41,5,V
20:51:29,12,P
20:51:25,14,P
20:51:11,6,V
20:51,7,V
20:51,9,P
20:50:59,11,P
20:50:55,6,V
20:50:41,1,V
20:50:29,10,P
20:50:25,14,P
20:50:11,3,V
20:50,4,V
20:50,10,P
20:49:59,10,P
20:49:55,13,P
20:49:41,1,V
20:49:28,5,V
20:49:25,10,P
20:49:11,12,P
20:49,13,P
20:49,1,V
20:48:58,11,P
20:48:55,0,B
20:48:41,9,P
20:48:28,5,V
20:48:25,11,P
20:48:11,1,V
20:48,8,P
20:48,6,V
20:47:58,2,V
20:47:55,0,B
20:47:41,7,V
20:47:28,7,V
20:47:25,3,V
20:47:11,0,B
20:47,8,P
20:47,2,V
20:46:58,0,B
20:46:55,8,P
20:46:41,9,P
20:46:28,12,P
20:46:25,2,V
20:46:11,4,V
20:46,8,P
20:46,9,P
20:45:58,8,P
20:45:55,11,P
20:45:41,10,P
20:45:28,14,P
20:45:25,8,P
20:45:11,5,V
20:45,8,P
20:45,9,P
20:44:58,0,B
20:44:54,3,V
20:44:41,10,P
20:44:28,0,B
20:44:24,10,P
20:44:11,3,V
20:44,7,V
20:44,4,V
20:43:58,3,V
20:43:54,12,P
20:43:41,5,V
20:43:28,14,P
20:43:24,14,P
20:43:11,9,P
20:43,11,P
20:43,2,V
20:42:58,3,V
20:42:54,9,P
20:42:40,11,P
20:42:28,13,P
20:42:24,2,V
20:42:10,6,V
20:42,0,B
20:42,3,V
20:41:58,6,V
20:41:54,5,V
20:41:40,4,V
20:41:28,6,V
20:41:24,9,P
20:41:10,12,P
20:41,10,P
20:41,6,V
20:40:58,0,B
20:40:54,7,V
20:40:40,10,P
20:40:27,8,P
20:40:24,4,V
20:40:10,5,V
20:40,10,P
20:39:57,3,V
20:39:54,1,V
20:39:40,12,P
20:39:27,4,V
20:39:24,7,V
20:39:10,9,P
20:39,3,V
20:39,4,V
20:38:57,11,P
20:38:54,11,P
20:38:40,0,B
20:38:27,10,P
20:38:24,2,V
20:38:10,2,V
20:38,3,V
20:38,6,V
20:37:57,5,V
20:37:54,2,V
20:37:40,3,V
20:37:27,11,P
20:37:24,0,B
20:37:10,10,P
20:37:10,14,P
20:37,8,P
20:37,0,B
20:36:57,6,V
20:36:54,3,V
20:36:40,14,P
20:36:27,0,B
20:36:24,1,V
20:36:10,9,P
20:36,11,P
20:36,9,P
20:35:57,13,P
20:35:53,5,V
20:35:40,12,P
20:35:27,0,B
20:35:23,12,P
20:35:10,11,P
20:35,5,V
20:35,7,V
20:34:57,4,V
20:34:53,12,P
20:34:40,10,P
20:34:27,6,V
20:34:23,14,P
20:34:10,10,P
20:34,10,P
20:34,2,V
20:33:57,9,P
20:33:53,5,V
20:33:39,12,P
20:33:39,0,B
20:33:27,7,V
20:33:23,0,B
20:33:09,12,P
20:33,12,P
20:33,9,P
20:32:57,5,V
20:32:53,10,P
20:32:39,13,P
20:32:27,5,V
20:32:23,3,V
20:32:09,13,P
20:32,5,V
20:32,2,V
20:31:56,4,V
20:31:53,3,V
20:31:39,7,V
20:31:26,6,V
20:31:23,6,V
20:31:09,1,V
20:31,6,V
20:30:56,4,V
20:30:53,2,V
20:30:39,10,P
20:30:26,5,V
20:30:23,2,V
20:30:09,10,P
20:30,5,V
20:30,4,V
20:29:56,12,P
20:29:53,12,P
20:29:39,12,P
20:29:26,8,P
20:29:23,7,V
20:29:09,14,P
20:29,5,V
20:29,12,P
20:28:56,10,P
20:28:53,7,V
20:28:39,1,V
20:28:26,8,P
20:28:23,5,V
20:28:09,6,V
20:28,10,P
20:28,8,P
20:27:56,1,V
20:27:53,13,P
20:27:39,3,V
20:27:26,2,V
20:27:23,1,V
20:27:09,7,V
20:27,1,V
20:27,0,B
20:26:56,10,P
20:26:52,12,P
20:26:39,2,V
20:26:26,1,V
20:26:22,9,P
20:26:09,11,P
20:26,6,V
20:26,14,P
20:25:56,3,V
20:25:52,14,P
20:25:39,9,P
20:25:26,2,V
20:25:22,8,P
20:25:09,9,P
20:25,1,V
20:25,11,P
20:24:56,4,V
20:24:52,11,P
20:24:38,1,V
20:24:26,7,V
20:24:22,6,V
20:24:08,1,V
20:24,13,P
20:24,2,V
20:23:56,6,V
20:23:52,13,P
20:23:38,14,P
20:23:26,8,P
20:23:22,12,P
20:23:08,5,V
20:23,9,P
20:23,5,V
20:22:55,14,P
20:22:52,13,P
20:22:38,5,V
20:22:25,14,P
20:22:22,8,P
20:22:08,9,P
20:22,3,V
20:22,1,V
20:21:55,8,P
20:21:52,7,V
20:21:38,4,V
20:21:25,8,P
20:21:22,9,P
20:21:08,11,P
20:21,2,V
20:21,14,P
20:20:55,3,V
20:20:52,4,V
20:20:38,6,V
20:20:25,6,V
20:20:22,7,V
20:20:08,5,V
20:20,8,P
20:20,6,V
20:19:55,13,P
20:19:52,5,V
20:19:38,3,V
20:19:25,13,P
20:19:22,13,P
20:19:08,3,V
20:19,3,V
20:19,14,P
20:18:55,4,V
20:18:52,3,V
20:18:38,10,P
20:18:25,14,P
20:18:22,4,V
20:18:08,11,P
20:18,12,P
20:18,11,P
20:17:55,13,P
20:17:51,6,V
20:17:38,13,P
20:17:25,7,V
20:17:21,9,P
20:17:08,14,P
20:17,4,V
20:17,3,V
20:16:55,2,V
20:16:51,7,V
20:16:38,6,V
20:16:25,5,V
20:16:21,7,V
20:16:08,9,P
20:16,13,P
20:16,4,V
20:15:55,4,V
20:15:51,2,V
20:15:37,10,P
20:15:25,4,V
20:15:21,5,V
20:15:07,6,V
20:15:07,4,V
20:15,13,P
20:15,14,P
20:14:55,3,V
20:14:51,11,P
20:14:37,6,V
20:14:24,6,V
20:14:21,3,V
20:14:07,13,P
20:14,1,V
20:14,11,P
20:13:54,2,V
20:13:51,6,V
20:13:37,12,P
20:13:24,8,P
20:13:21,9,P
20:13:07,12,P
20:13,5,V
20:12:54,0,B
20:12:51,7,V
20:12:37,12,P
20:12:24,4,V
20:12:21,14,P
20:12:07,3,V
20:12,6,V
20:12,10,P
20:11:54,0,B
20:11:51,11,P
20:11:37,14,P
20:11:24,11,P
20:11:21,0,B
20:11:07,9,P
20:11,2,V
20:11,11,P
20:10:54,6,V
20:10:51,2,V
20:10:37,7,V
20:10:24,2,V
20:10:21,7,V
20:10:07,7,V
20:10,14,P
20:10,12,P
20:09:54,12,P
20:09:51,11,P
20:09:37,0,B
20:09:24,9,P
20:09:21,9,P
20:09:07,0,B
20:09,13,P
20:09,6,V
20:08:54,9,P
20:08:50,13,P
20:08:37,10,P
20:08:24,0,B
20:08:20,5,V
20:08:07,4,V
20:08,12,P
20:08,4,V
20:07:54,4,V
20:07:50,13,P
20:07:37,6,V
20:07:24,5,V
20:07:20,4,V
20:07:07,5,V
20:07,10,P
20:07,3,V
20:06:54,13,P
20:06:50,5,V
20:06:36,9,P
20:06:24,6,V
20:06:20,10,P
20:06:06,11,P
20:06,3,V
20:06,1,V
20:05:54,10,P
20:05:50,8,P
20:05:36,8,P
20:05:23,5,V
20:05:20,5,V
20:05:06,9,P
20:05,6,V
20:05,1,V
20:04:53,13,P
20:04:50,12,P
20:04:36,11,P
20:04:36,1,V
20:04:23,6,V
20:04:20,14,P
20:04:06,11,P
20:04,10,P
20:04,12,P
20:03:53,0,B
20:03:50,14,P
20:03:36,12,P
20:03:23,6,V
20:03:20,10,P
20:03:06,0,B
20:03,1,V
20:03,8,P
20:02:53,5,V
20:02:50,8,P
20:02:36,6,V
20:02:23,10,P
20:02:20,14,P
20:02:06,9,P
20:02,9,P
20:02,12,P
20:01:53,9,P
20:01:50,3,V
20:01:36,1,V
20:01:23,9,P
20:01:20,4,V
20:01:06,0,B
20:01,7,V
20:01,11,P
20:00:53,0,B
20:00:50,4,V
20:00:36,10,P
20:00:23,14,P
20:00:19,5,V
20:00:06,12,P
20:00,2,V
20:00,14,P
19:59:53,1,V
19:59:49,12,P
19:59:36,9,P
19:59:23,7,V
19:59:19,9,P
19:59:06,10,P
19:59,12,P
19:59,7,V
19:58:53,6,V
19:58:49,11,P
19:58:36,11,P
19:58:23,1,V
19:58:19,5,V
19:58:06,1,V
19:58,14,P
19:58,12,P
19:57:53,13,P
19:57:49,4,V
19:57:35,14,P
19:57:22,7,V
19:57:19,3,V
19:57:05,0,B
19:57,6,V
19:57,11,P
19:56:52,11,P
19:56:49,5,V
19:56:35,7,V
19:56:22,0,B
19:56:19,9,P
19:56:05,4,V
19:56,14,P
19:56,2,V
19:55:52,14,P
19:55:49,1,V
19:55:35,7,V
19:55:22,7,V
19:55:19,9,P
19:55:05,3,V
19:55,5,V
19:55,10,P
19:54:52,14,P
19:54:49,14,P
19:54:35,10,P
19:54:22,0,B
19:54:19,13,P
19:54:05,10,P
19:54,1,V
19:54,13,P
19:53:52,6,V
19:53:49,12,P
19:53:35,14,P
19:53:22,11,P
19:53:19,7,V
19:53:05,7,V
19:53,5,V
19:53,2,V
19:52:52,8,P
19:52:49,0,B
19:52:35,14,P
19:52:22,9,P
19:52:19,8,P
19:52:05,11,P
19:52,8,P
19:52,9,P
19:51:52,1,V
19:51:48,10,P
19:51:35,13,P
19:51:22,7,V
19:51:18,7,V
19:51:05,12,P
19:51,1,V
19:51,8,P
19:50:52,4,V
19:50:48,6,V
19:50:35,6,V
19:50:21,9,P
19:50:18,12,P
19:50:05,10,P
19:50,2,V
19:50,13,P
19:49:51,0,B
19:49:48,6,V
19:49:35,9,P
19:49:21,11,P
19:49:18,8,P
19:49:05,2,V
19:49,11,P
19:49,14,P
19:48:51,8,P
19:48:48,9,P
19:48:34,2,V
19:48:21,13,P
19:48:18,2,V
19:48:04,12,P
19:48,0,B
19:48,4,V
19:47:51,14,P
19:47:48,11,P
19:47:34,7,V
19:47:21,13,P
19:47:18,8,P
19:47:04,4,V
19:47,10,P
19:47,9,P
19:46:51,9,P
19:46:48,5,V
19:46:34,11,P
19:46:21,4,V
19:46:18,12,P
19:46:04,8,P
19:46,6,V
19:46,4,V
19:45:51,7,V
19:45:48,2,V
19:45:34,10,P
19:45:21,4,V
19:45:18,5,V
19:45:04,3,V
19:45,13,P
19:45,10,P
19:44:51,3,V
19:44:47,10,P
19:44:34,9,P
19:44:20,8,P
19:44:17,5,V
19:44:04,11,P
19:44,9,P
19:44,8,P
19:43:50,4,V
19:43:47,6,V
19:43:34,3,V
19:43:20,0,B
19:43:17,4,V
19:43:04,0,B
19:43,14,P
19:43,6,V
19:42:50,4,V
19:42:47,13,P
19:42:34,0,B
19:42:20,14,P
19:42:17,6,V
19:42:04,9,P
19:42,14,P
19:42,7,V
19:41:50,5,V
19:41:47,4,V
19:41:34,8,P
19:41:20,8,P
19:41:17,5,V
19:41:04,0,B
19:41,11,P
19:41,13,P
19:40:50,9,P
19:40:47,14,P
19:40:34,0,B
19:40:20,1,V
19:40:17,12,P
19:40:03,0,B
19:40,0,B
19:40,13,P
19:39:50,5,V
19:39:47,3,V
19:39:33,2,V
19:39:20,1,V
19:39:17,8,P
19:39:03,13,P
19:39,13,P
19:39,4,V
19:38:50,2,V
19:38:47,11,P
19:38:33,12,P
19:38:20,6,V
19:38:17,13,P
19:38:03,6,V
19:38,0,B
19:38,5,V
19:37:50,12,P
19:37:47,3,V
19:37:33,13,P
19:37:20,8,P
19:37:17,12,P
19:37:03,13,P
19:37,6,V
19:37,10,P
19:36:50,3,V
19:36:47,4,V
19:36:33,6,V
19:36:33,10,P
19:36:20,14,P
19:36:17,0,B
19:36:03,10,P
19:36,0,B
19:36,2,V
19:35:49,4,V
19:35:46,12,P
19:35:33,7,V
19:35:19,11,P
19:35:16,1,V
19:35:03,7,V
19:35,8,P
19:35,7,V
19:34:49,7,V
19:34:46,13,P
19:34:33,12,P
19:34:19,5,V
19:34:16,7,V
19:34:03,2,V
19:34,9,P
19:34,8,P
19:33:49,8,P
19:33:46,4,V
19:33:33,5,V
19:33:19,13,P
19:33:16,5,V
19:33:02,7,V
19:33,10,P
19:33,11,P
19:32:49,11,P
19:32:46,1,V
19:32:32,0,B
19:32:19,8,P
19:32:16,14,P
19:32:02,6,V
19:32,4,V
19:32,11,P
19:31:49,0,B
19:31:46,5,V
19:31:32,13,P
19:31:19,8,P
19:31:16,6,V
19:31:02,4,V
19:31,12,P
19:31,2,V
19:30:49,5,V
19:30:46,14,P
19:30:32,4,V
19:30:19,13,P
19:30:16,11,P
19:30:02,8,P
19:30,12,P
19:30,3,V
19:29:49,5,V
19:29:46,8,P
19:29:32,11,P
19:29:19,8,P
19:29:16,8,P
19:29:02,4,V
19:29,6,V
19:29,9,P
19:28:49,6,V
19:28:46,8,P
19:28:32,9,P
19:28:19,14,P
19:28:16,2,V
19:28:02,14,P
19:28,10,P
19:28,0,B
19:27:49,4,V
19:27:46,8,P
19:27:32,14,P
19:27:32,4,V
19:27:19,12,P
19:27:16,12,P
19:27:02,14,P
19:27,12,P
19:26:48,6,V
19:26:45,4,V
19:26:32,8,P
19:26:18,0,B
19:26:15,0,B
19:26:02,13,P
19:26,5,V
19:26,3,V
19:25:48,6,V
19:25:45,2,V
19:25:32,6,V
19:25:18,12,P
19:25:15,10,P
19:25:01,7,V
19:25,10,P
19:25,2,V
19:24:48,0,B
19:24:45,6,V
19:24:31,9,P
19:24:18,4,V
19:24:15,3,V
19:24:01,2,V
19:24,0,B
19:24,7,V
19:23:48,3,V
19:23:45,9,P
19:23:31,13,P
19:23:18,0,B
19:23:15,6,V
19:23:01,9,P
19:23,3,V
19:23,10,P
19:22:48,2,V
19:22:45,13,P
19:22:31,13,P
19:22:18,9,P
19:22:15,14,P
19:22:01,7,V
19:22,13,P
19:22,14,P
19:21:48,10,P
19:21:45,12,P
19:21:31,5,V
19:21:18,8,P
19:21:15,14,P
19:21:01,6,V
19:21,9,P
19:21,7,V
19:20:48,11,P
19:20:45,12,P
19:20:31,14,P
19:20:18,12,P
19:20:15,13,P
19:20:01,3,V
19:20,0,B
19:20,12,P
19:19:48,10,P
19:19:45,10,P
19:19:31,10,P
19:19:18,10,P
19:19:15,2,V
19:19:01,6,V
19:19,1,V
19:19,11,P
19:18:48,6,V
19:18:45,14,P
19:18:31,13,P
19:18:17,5,V
19:18:15,5,V
19:18:01,14,P
19:18,0,B
19:18,10,P
19:17:47,1,V
19:17:44,11,P
19:17:31,3,V
19:17:17,2,V
19:17:14,14,P
19:17:01,3,V
19:17,12,P
19:17,7,V
19:16:47,2,V
19:16:44,10,P
19:16:31,10,P
19:16:17,12,P
19:16:14,11,P
19:16:00,4,V
19:16,10,P
19:16,8,P
19:15:47,6,V
19:15:44,1,V
19:15:30,9,P
19:15:17,12,P
19:15:14,14,P
19:15:00,14,P
19:15,4,V
19:15,1,V
19:14:47,2,V
19:14:44,7,V
19:14:30,1,V
19:14:17,6,V
19:14:14,8,P
19:14:00,6,V
19:14,1,V
19:14,10,P
19:13:47,10,P
19:13:44,5,V
19:13:30,7,V
19:13:17,13,P
19:13:14,1,V
19:13:00,13,P
19:13,4,V
19:13,8,P
19:12:47,4,V
19:12:44,7,V
19:12:30,14,P
19:12:17,3,V
19:12:14,6,V
19:12:00,6,V
19:12,4,V
19:12,6,V
19:11:47,0,B
19:11:44,1,V
19:11:30,0,B
19:11:17,1,V
19:11:14,3,V
19:11:00,5,V
19:11,8,P
19:11,10,P
19:10:47,9,P
19:10:44,1,V
19:10:30,4,V
19:10:17,7,V
19:10:14,5,V
19:10:00,3,V
19:10,0,B
19:10,7,V
19:09:46,12,P
19:09:44,2,V
19:09:30,5,V
19:09:16,0,B
19:09:13,3,V
19:09:00,4,V
19:09,6,V
19:09,7,V
19:08:46,9,P
19:08:43,1,V
19:08:30,0,B
19:08:16,11,P
19:08:13,1,V
19:08:00,8,P
19:08,7,V
19:08,6,V
19:07:46,8,P
19:07:43,3,V
19:07:30,4,V
19:07:16,5,V
19:07:13,8,P
19:07:13,5,V
19:07,10,P
19:07,0,B
19:06:59,3,V
19:06:46,2,V
19:06:43,5,V
19:06:29,3,V
19:06:16,1,V
19:06:13,9,P
19:06,5,V
19:06,10,P
19:05:59,8,P
19:05:46,4,V
19:05:43,5,V
19:05:29,9,P
19:05:16,5,V
19:05:13,1,V
19:05,14,P
19:05,5,V
19:04:59,11,P
19:04:46,9,P
19:04:43,11,P
19:04:29,6,V
19:04:16,5,V
19:04:13,12,P
19:04,11,P
19:04,13,P
19:03:59,12,P
19:03:46,3,V
19:03:43,14,P
19:03:29,7,V
19:03:16,4,V
19:03:13,6,V
19:03,4,V
19:03,6,V
19:02:59,2,V
19:02:46,8,P
19:02:43,5,V
19:02:29,4,V
19:02:16,9,P
19:02:13,13,P
19:02,8,P
19:02,4,V
19:01:59,12,P
19:01:46,1,V
19:01:43,0,B
19:01:29,3,V
19:01:16,1,V
19:01:13,1,V
19:01,2,V
19:01,7,V
19:00:59,1,V
19:00:45,12,P
19:00:43,1,V
19:00:29,5,V
19:00:15,8,P
19:00:12,4,V
19:00,10,P
19:00,4,V
18:59:59,12,P
18:59:45,2,V
18:59:42,4,V
18:59:29,3,V
18:59:15,7,V
18:59:12,2,V
18:59,8,P
18:59,9,P
18:58:59,10,P
18:58:45,6,V
18:58:42,11,P
18:58:29,0,B
18:58:15,12,P
18:58:12,0,B
18:58,8,P
18:58,1,V
18:57:59,5,V
18:57:45,6,V
18:57:42,5,V
18:57:28,5,V
18:57:15,5,V
18:57:12,8,P
18:57,14,P
18:57,0,B
18:56:58,13,P
18:56:45,7,V
18:56:42,3,V
18:56:28,12,P
18:56:15,1,V
18:56:12,1,V
18:56,1,V
18:56,12,P
18:56,3,V
18:55:58,14,P
18:55:45,2,V
18:55:42,11,P
18:55:28,6,V
18:55:15,12,P
18:55:12,6,V
18:55,7,V
18:55,1,V
18:54:58,12,P
18:54:45,11,P
18:54:42,9,P
18:54:28,7,V
18:54:15,3,V
18:54:12,7,V
18:54,10,P
18:54,5,V
18:53:58,1,V
18:53:45,13,P
18:53:42,11,P
18:53:28,9,P
18:53:15,13,P
18:53:12,14,P
18:53,4,V
18:53,12,P
18:52:58,12,P
18:52:45,2,V
18:52:42,9,P
18:52:28,12,P
18:52:14,6,V
18:52:11,12,P
18:52,1,V
18:52,2,V
18:51:58,5,V
18:51:44,4,V
18:51:41,8,P
18:51:28,9,P
18:51:14,9,P
18:51:11,5,V
18:51,5,V
18:51,11,P
18:50:58,12,P
18:50:44,0,B
18:50:41,13,P
18:50:28,9,P
18:50:14,9,P
18:50:11,6,V
18:50,3,V
18:50,8,P
18:49:58,9,P
18:49:44,11,P
18:49:41,10,P
18:49:28,5,V
18:49:14,12,P
18:49:11,3,V
18:49,12,P
18:49,4,V
18:48:58,8,P
18:48:44,0,B
18:48:41,5,V
18:48:27,5,V
18:48:14,10,P
18:48:11,1,V
18:48,7,V
18:48,9,P
18:47:57,14,P
18:47:44,3,V
18:47:41,14,P
18:47:27,3,V
18:47:14,0,B
18:47:11,0,B
18:47,5,V
18:47,10,P
18:46:57,5,V
18:46:44,11,P
18:46:41,4,V
18:46:27,5,V
18:46:14,4,V
18:46:10,8,P
18:46,11,P
18:46,1,V
18:45:57,1,V
18:45:44,13,P
18:45:40,13,P
18:45:27,8,P
18:45:13,2,V
18:45:10,9,P
18:45,7,V
18:45,12,P
18:44:57,3,V
18:44:43,6,V
18:44:40,8,P
18:44:27,2,V
18:44:13,14,P
18:44:10,14,P
18:44,7,V
18:44,13,P
18:43:57,6,V
18:43:43,11,P
18:43:40,0,B
18:43:27,1,V
18:43:13,13,P
18:43:10,3,V
18:43,0,B
18:43,11,P
18:42:57,14,P
18:42:43,7,V
18:42:40,10,P
18:42:27,10,P
18:42:13,11,P
18:42:10,0,B
18:42,5,V
18:42,11,P
18:41:57,10,P
18:41:43,4,V
18:41:39,10,P
18:41:27,5,V
18:41:13,2,V
18:41:09,9,P
18:41,12,P
18:41,6,V
18:40:57,6,V
18:40:43,6,V
18:40:39,7,V
18:40:27,9,P
18:40:13,7,V
18:40:09,6,V
18:40,10,P
18:40,6,V
18:39:57,4,V
18:39:43,1,V
18:39:39,6,V
18:39:26,4,V
18:39:13,14,P
18:39:09,13,P
18:39,0,B
18:39,12,P
18:38:56,10,P
18:38:43,7,V
18:38:39,7,V
18:38:26,8,P
18:38:13,13,P
18:38:09,5,V
18:38,12,P
18:38,4,V
18:37:56,12,P
18:37:43,12,P
18:37:39,2,V
18:37:26,6,V
18:37:13,5,V
18:37:09,6,V
18:37,11,P
18:37,4,V
18:36:56,10,P
18:36:42,11,P
18:36:39,7,V
18:36:26,2,V
18:36:12,6,V
18:36:09,3,V
18:36:09,0,B
18:36,9,P
18:35:56,7,V
18:35:42,6,V
18:35:39,0,B
18:35:26,14,P
18:35:12,4,V
18:35:09,1,V
18:35,12,P
18:34:56,12,P
18:34:56,11,P
18:34:42,13,P
18:34:39,4,V
18:34:26,11,P
18:34:12,5,V
18:34:09,11,P
18:34,14,P
18:34,7,V
18:33:56,9,P
18:33:42,10,P
18:33:39,12,P
18:33:26,12,P
18:33:12,1,V
18:33:09,4,V
18:33,1,V
18:33,8,P
18:32:56,2,V
18:32:42,7,V
18:32:38,11,P
18:32:26,3,V
18:32:12,13,P
18:32:08,3,V
18:32,5,V
18:32,1,V
18:31:56,12,P
18:31:42,3,V
18:31:38,5,V
18:31:26,2,V
18:31:12,6,V
18:31:08,11,P
18:31,1,V
18:31,9,P
18:30:55,4,V
18:30:42,4,V
18:30:38,8,P
18:30:25,8,P
18:30:12,9,P
18:30:08,14,P
18:30,1,V
18:30,13,P
18:29:55,6,V
18:29:42,6,V
18:29:38,6,V
18:29:25,8,P
18:29:12,12,P
18:29:08,12,P
18:29,3,V
18:29,4,V
18:28:55,6,V
18:28:42,2,V
18:28:38,12,P
18:28:25,3,V
18:28:12,5,V
18:28:08,2,V
18:28,5,V
18:28,11,P
18:27:55,1,V
18:27:41,9,P
18:27:38,1,V
18:27:25,12,P
18:27:11,5,V
18:27:08,3,V
18:27,0,B
18:27,2,V
18:26:55,6,V
18:26:41,2,V
18:26:38,7,V
18:26:25,10,P
18:26:11,11,P
18:26:08,12,P
18:26,2,V
18:26,4,V
18:25:55,2,V
18:25:41,5,V
18:25:38,11,P
18:25:25,13,P
18:25:11,0,B
18:25:08,7,V
18:25,8,P
18:25,1,V
18:24:55,1,V
18:24:41,8,P
18:24:38,8,P
18:24:25,0,B
18:24:11,6,V
18:24:08,7,V
18:24,1,V
18:24,0,B
18:23:55,2,V
18:23:41,11,P
18:23:37,1,V
18:23:25,5,V
18:23:11,13,P
18:23:07,4,V
18:23,5,V
18:23,12,P
18:22:55,14,P
18:22:41,11,P
18:22:37,2,V
18:22:25,5,V
18:22:11,0,B
18:22:07,2,V
18:22,3,V
18:22,4,V
18:21:54,2,V
18:21:41,14,P
18:21:37,1,V
18:21:24,11,P
18:21:11,13,P
18:21:07,6,V
18:21,12,P
18:21,14,P
18:20:54,12,P
18:20:41,12,P
18:20:37,5,V
18:20:24,1,V
18:20:11,8,P
18:20:07,14,P
18:20,0,B
18:20,8,P
18:19:54,5,V
18:19:41,7,V
18:19:37,0,B
18:19:24,6,V
18:19:10,12,P
18:19:07,6,V
18:19,2,V
18:19,12,P
18:18:54,7,V
18:18:40,2,V
18:18:37,0,B
18:18:24,6,V
18:18:10,0,B
18:18:07,8,P
18:18,11,P
18:18,3,V
18:17:54,13,P
18:17:40,4,V
18:17:37,2,V
18:17:24,12,P
18:17:10,8,P
18:17:07,3,V
18:17,0,B
18:17,9,P
18:16:54,11,P
18:16:40,13,P
18:16:37,2,V
18:16:24,8,P
18:16:10,12,P
18:16:07,3,V
18:16,2,V
18:16,7,V
18:15:54,4,V
18:15:40,4,V
18:15:37,4,V
18:15:24,5,V
18:15:10,6,V
18:15:06,8,P
18:15,12,P
18:15,4,V
18:14:54,0,B
18:14:40,1,V
18:14:36,0,B
18:14:24,10,P
18:14:10,13,P
18:14:06,7,V
18:14,4,V
18:14,8,P
18:13:54,12,P
18:13:40,1,V
18:13:36,14,P
18:13:24,6,V
18:13:10,2,V
18:13:06,9,P
18:13,6,V
18:13,8,P
18:12:53,12,P
18:12:40,6,V
18:12:36,4,V
18:12:23,14,P
18:12:10,6,V
18:12:06,13,P
18:12,14,P
18:12,3,V
18:11:53,11,P
18:11:40,5,V
18:11:36,6,V
18:11:23,9,P
18:11:10,9,P
18:11:06,6,V
18:11,13,P
18:10:53,1,V
18:10:40,14,P
18:10:36,1,V
18:10:23,8,P
18:10:09,2,V
18:10:06,11,P
18:10,7,V
18:10,8,P
18:09:53,14,P
18:09:39,5,V
18:09:36,4,V
18:09:23,1,V
18:09:09,7,V
18:09:06,1,V
18:09,12,P
18:09,3,V
18:08:53,6,V
18:08:39,13,P
18:08:36,5,V
18:08:23,7,V
18:08:09,7,V
18:08:06,0,B
18:08,9,P
18:08,8,P
18:07:53,0,B
18:07:39,4,V
18:07:36,7,V
18:07:23,13,P
18:07:09,13,P
18:07:06,2,V
18:07,10,P
18:07,2,V
18:06:53,3,V
18:06:39,12,P
18:06:36,1,V
18:06:23,7,V
18:06:09,1,V
18:06:05,1,V
18:06,4,V
18:06,1,V
18:05:53,12,P
18:05:39,5,V
18:05:35,10,P
18:05:23,2,V
18:05:09,10,P
18:05:05,1,V
18:05,0,B
18:05,1,V
18:05,12,P
18:04:53,3,V
18:04:39,4,V
18:04:35,3,V
18:04:22,11,P
18:04:09,6,V
18:04:05,9,P
18:04,3,V
18:04,1,V
18:03:52,9,P
18:03:39,12,P
18:03:35,4,V
18:03:22,12,P
18:03:09,8,P
18:03:05,7,V
18:03,7,V
18:03,1,V
18:02:52,0,B
18:02:39,10,P
18:02:35,4,V
18:02:22,4,V
18:02:09,4,V
18:02:05,10,P
18:02,1,V
18:02,8,P
18:01:52,9,P
18:01:39,0,B
18:01:35,9,P
18:01:22,0,B
18:01:08,9,P
18:01:05,10,P
18:01,2,V
18:01,5,V
18:00:52,8,P
18:00:38,7,V
18:00:35,9,P
18:00:22,13,P
18:00:08,9,P
18:00:05,14,P
18:00,0,B
18:00,6,V
17:59:52,6,V
17:59:38,14,P
17:59:35,12,P
17:59:22,3,V
17:59:08,5,V
17:59:05,2,V
17:59,13,P
17:59,9,P
17:58:52,0,B
17:58:38,0,B
17:58:35,6,V
17:58:22,4,V
17:58:08,10,P
17:58:05,5,V
17:58,8,P
17:58,9,P
17:57:52,7,V
17:57:38,7,V
17:57:35,11,P
17:57:22,6,V
17:57:08,5,V
17:57:04,1,V
17:56:55,8,P
17:56:52,9,P
17:56:38,10,P
17:56:34,0,B
17:56:25,8,P
17:56:22,11,P
17:56:08,1,V
17:56:04,5,V
17:55:55,12,P
17:55:52,6,V
17:55:38,12,P
17:55:34,9,P
17:55:25,4,V
17:55:21,13,P
17:55:08,6,V
17:55:04,2,V
17:54:55,2,V
17:54:51,6,V
17:54:38,10,P
17:54:34,3,V
17:54:25,2,V
17:54:21,1,V
17:54:08,14,P
17:54:04,4,V
17:53:55,14,P
17:53:51,4,V
17:53:38,1,V
17:53:34,5,V
17:53:25,0,B
17:53:21,1,V
17:53:08,4,V
17:53:04,13,P
17:52:54,8,P
17:52:51,5,V
17:52:38,5,V
